User ID,Battery Capacity (kWh),Charging Station ID,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Duration (hours),Charging Rate (kW),Charging Cost (USD),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Charger Type,User Type
User_277,100,Station_71,1/12/2024 12:00,1/12/2024 13:22,79.00225971,3.893154871,26.97742286,11.28750438,Night,Friday,22.53375157,93.2978301,39.74600723,7.684356808,Level 2,Commuter
User_278,78.38373536,Station_233,1/12/2024 13:00,1/12/2024 15:09,19.91687772,2.805178781,32.21173099,10.47101094,Night,Friday,43.90997947,80.05854643,205.6439887,10.38484263,Level 1,Casual Driver
User_279,62,Station_334,1/12/2024 14:00,1/12/2024 16:33,73.22951285,3.516353117,23.61812385,16.97108591,Afternoon,Saturday,14.07814108,60.68877555,,35.83359546,DC Fast Charger,Casual Driver
User_280,75,Station_299,1/12/2024 15:00,1/12/2024 18:17,15.0589717,3.216985824,14.76789076,15.67014168,Evening,Tuesday,49.86812087,82.17964274,68.52318395,28.05657768,Level 1,Casual Driver
User_281,62,Station_154,1/12/2024 16:00,1/12/2024 17:14,12.1325578,2.674690075,40.19690034,34.86909528,Morning,Saturday,32.07190535,77.49195606,92.11586724,25.20350173,Level 1,Casual Driver
User_282,100,Station_90,1/12/2024 17:00,1/12/2024 20:45,30.53308101,2.300005034,19.02108875,35.15728182,Morning,Wednesday,52.91050286,67.21874082,132.6046018,2.331115164,Level 1,Long-Distance Traveler
User_283,50,Station_334,1/12/2024 18:00,1/12/2024 20:46,20.35354607,2.424679355,11.16193529,26.16541419,Afternoon,Thursday,109.2657943,82.33383445,116.1840821,2.770322017,Level 2,Commuter
User_284,50,Station_199,1/12/2024 19:00,1/12/2024 21:14,6.479430985,2.133503628,,37.2085906,Morning,Sunday,52.61626456,83.35374544,77.79797006,26.6169776,Level 1,Long-Distance Traveler
User_285,100,Station_161,1/12/2024 20:00,1/12/2024 22:59,14.01882399,1.827241672,6.291013588,25.54354523,Afternoon,Sunday,58.99611588,90.81351987,22.54047724,33.28195603,Level 2,Commuter
User_286,85,Station_26,1/12/2024 21:00,1/12/2024 23:55,61.83012084,1.399519752,49.15968568,8.021784138,Evening,Saturday,36.84689682,92.67951285,80.99732071,-2.341554226,Level 1,Commuter
User_287,75,Station_121,1/12/2024 22:00,1/13/2024 1:53,51.62169093,1.303555581,43.16138737,28.15164637,Afternoon,Monday,22.78747904,58.66249439,185.9521521,7.936964701,Level 1,Casual Driver
User_288,100,Station_301,1/12/2024 23:00,1/13/2024 1:15,13.31901732,0.891295897,21.63010654,9.969727208,Afternoon,Sunday,81.55932359,177.7086665,87.30415654,38.77143808,Level 2,Casual Driver
User_289,85,Station_212,1/13/2024 0:00,1/13/2024 1:12,37.64230385,2.667014976,19.59636036,27.89822489,Night,Friday,34.92875322,79.45914963,,-9.679928907,Level 2,Commuter
User_290,75,Station_63,1/13/2024 1:00,1/13/2024 4:16,70.62045542,0.637026905,18.33554746,14.73821179,Morning,Saturday,25.72347164,99.5858146,188.4637916,-4.842996855,Level 1,Commuter
User_291,75,Station_451,1/13/2024 2:00,1/13/2024 5:50,74.49108356,2.85908048,32.94971165,31.65427854,Evening,Wednesday,55.66200144,52.5716222,160.6786185,26.30750447,Level 1,Commuter
User_292,75,Station_436,1/13/2024 3:00,1/13/2024 5:43,32.52486105,2.287496504,31.55315617,10.0360231,Evening,Thursday,23.42576753,83.74262074,294.0582588,25.92667701,DC Fast Charger,Long-Distance Traveler
User_293,100,Station_68,1/13/2024 4:00,1/13/2024 5:17,78.3990561,0.531884804,29.75315871,34.30110996,Night,Sunday,49.66021029,83.24626253,119.7886479,-9.296045391,Level 1,Commuter
User_294,50,Station_253,1/13/2024 5:00,1/13/2024 7:35,65.32285347,1.292382385,41.87715415,17.84050973,Afternoon,Wednesday,54.29560689,87.54853995,32.14595633,-9.39536526,Level 1,Long-Distance Traveler
User_295,62,Station_410,1/13/2024 6:00,1/13/2024 6:36,30.63992013,1.629338481,46.84858797,36.95621233,Evening,Saturday,62.17903555,53.74244252,151.5112089,21.08032988,DC Fast Charger,Commuter
User_296,85,Station_459,1/13/2024 7:00,1/13/2024 10:57,78.15878931,1.548133495,7.34702904,15.06417173,Evening,Thursday,78.17878531,80.78249491,114.7663152,20.83100013,Level 1,Casual Driver
User_297,75,Station_2,1/13/2024 8:00,1/13/2024 11:46,5.337836074,1.347310332,29.15448171,39.58826104,Afternoon,Thursday,16.35565442,88.0437026,67.71733684,29.2490866,Level 1,Commuter
User_298,75,Station_398,1/13/2024 9:00,1/13/2024 9:45,29.31881554,2.062672677,36.76426976,26.74074337,Afternoon,Tuesday,54.75318081,80.76527146,200.5248368,6.325563652,Level 2,Commuter
User_299,75,Station_108,1/13/2024 10:00,1/13/2024 12:38,23.99396127,3.26954211,32.93397056,20.65067387,Evening,Tuesday,87.85226345,75.36398823,205.1702417,5.918020657,Level 2,Long-Distance Traveler
User_300,100,Station_286,1/13/2024 11:00,1/13/2024 13:24,5.699519954,1.086676898,40.48262896,16.58424488,Afternoon,Monday,54.54475537,81.03013388,221.5835529,32.63449015,Level 2,Commuter
User_301,65.04709891,Station_49,1/13/2024 12:00,1/13/2024 13:06,54.52901287,0.643104841,41.49423802,9.767814596,Morning,Monday,73.36171145,73.14283891,250.3699282,31.24733539,Level 1,Long-Distance Traveler
User_302,50,Station_140,1/13/2024 13:00,1/13/2024 16:14,56.32464878,3.354432889,14.24598624,31.34224899,Evening,Sunday,63.93275378,87.69917051,174.1389421,-6.256501931,Level 2,Long-Distance Traveler
User_303,75,Station_218,1/13/2024 14:00,1/13/2024 16:34,,2.762507023,15.29296059,26.57518731,Afternoon,Wednesday,75.32264789,89.87164108,197.6678335,21.13947238,Level 1,Casual Driver
User_304,75,Station_44,1/13/2024 15:00,1/13/2024 16:50,65.22545228,2.759986207,18.06959233,29.43589439,Evening,Tuesday,45.50686598,83.40752161,206.9879013,4.068853036,DC Fast Charger,Casual Driver
User_305,100,Station_417,1/13/2024 16:00,1/13/2024 19:41,23.54038392,2.592597277,3.508161487,23.22008781,Evening,Thursday,17.17061425,39.31920167,192.8568913,14.53864932,Level 2,Casual Driver
User_306,75,Station_269,1/13/2024 17:00,1/13/2024 18:31,18.54970242,1.828878541,13.85527155,16.48379964,Night,Tuesday,37.87100089,66.16504375,46.22369186,26.69488826,DC Fast Charger,Casual Driver
User_307,33.37702357,Station_78,1/13/2024 18:00,1/13/2024 19:41,20.76318764,2.686564982,23.99284957,30.69199865,Morning,Thursday,27.4004267,55.2340052,155.2169256,8.316822121,Level 1,Long-Distance Traveler
User_308,85,Station_216,1/13/2024 19:00,1/13/2024 22:38,46.45478115,3.936570537,42.8384828,5.06404815,Morning,Tuesday,12.79308917,70.71797257,3.824527427,26.51176747,Level 1,Commuter
User_309,85,Station_382,1/13/2024 20:00,1/13/2024 22:34,49.7493419,2.008221975,33.7023412,18.58598183,Night,Thursday,62.63796602,87.47010159,177.2698114,31.46422479,DC Fast Charger,Long-Distance Traveler
User_310,100,Station_98,1/13/2024 21:00,1/14/2024 0:10,66.17491556,1.590891399,4.096052506,37.05502096,Night,Wednesday,57.51855751,59.21834421,19.84255062,12.62900175,DC Fast Charger,Casual Driver
User_311,85,Station_236,1/13/2024 22:00,1/13/2024 23:35,,2.139883158,12.42845461,30.34556322,Evening,Tuesday,11.30942112,61.89683409,50.07010773,22.77215626,DC Fast Charger,Commuter
User_312,59.79413925,Station_282,1/13/2024 23:00,1/13/2024 23:59,49.83823894,1.647823489,20.87000777,12.24506007,Morning,Friday,41.37761829,62.03331149,40.84365488,-4.843799757,DC Fast Charger,Long-Distance Traveler
User_313,75,Station_149,1/14/2024 0:00,1/14/2024 0:49,50.65984701,0.560030882,41.88423158,34.0238372,Night,Friday,79.25660844,76.33856417,206.6680314,14.06007874,Level 2,Commuter
User_314,62,Station_412,1/14/2024 1:00,1/14/2024 4:37,6.885479432,3.50020117,29.44664264,13.15143822,Afternoon,Thursday,62.99501974,70.58747645,270.3822388,4.057993737,DC Fast Charger,Long-Distance Traveler
User_315,75,Station_304,1/14/2024 2:00,1/14/2024 3:51,64.76361326,0.543359127,31.454058,9.001401096,Evening,Wednesday,68.68211128,63.14004386,213.7308148,-5.431969444,Level 2,Commuter
User_316,50,Station_484,1/14/2024 3:00,1/14/2024 5:16,55.42091221,3.674410026,39.08038685,11.67802099,Morning,Thursday,74.61169024,62.05991728,204.6713676,-9.366179122,DC Fast Charger,Commuter
User_317,85,Station_424,1/14/2024 4:00,1/14/2024 7:51,37.77161458,4.615782239,4.034655716,32.35635172,Evening,Wednesday,52.13244929,93.2118085,96.84198082,1.730859622,DC Fast Charger,Casual Driver
User_318,75,Station_66,1/14/2024 5:00,1/14/2024 8:01,44.06555275,0.738831891,18.13617692,37.81041851,Evening,Monday,43.36319672,72.85514963,261.5059889,21.12350582,Level 2,Casual Driver
User_319,50,Station_234,1/14/2024 6:00,1/14/2024 8:41,76.70996423,2.718104327,37.73494301,9.420847432,Afternoon,Tuesday,57.41823834,53.71579569,189.8979547,20.60610628,Level 1,Commuter
User_320,75,Station_457,1/14/2024 7:00,1/14/2024 8:06,6.521023617,0.950053845,34.45341482,9.835010134,Afternoon,Wednesday,80.47386393,52.86565233,86.12294637,1.215773749,Level 1,Commuter
User_321,85,Station_87,1/14/2024 8:00,1/14/2024 10:41,23.01969384,2.90970727,23.68003983,20.86109101,Night,Thursday,78.10179095,68.35401868,89.4204787,12.01626991,Level 1,Casual Driver
User_322,100,Station_79,1/14/2024 9:00,1/14/2024 10:46,62.31917555,2.924735272,22.41630596,7.162452048,Afternoon,Sunday,21.81988627,61.29106773,22.61948852,11.12646285,Level 1,Long-Distance Traveler
User_323,62,Station_205,1/14/2024 10:00,1/14/2024 11:58,64.52243107,1.72499133,39.24707457,38.17893479,Morning,Sunday,31.48893119,66.30498503,75.83166645,0.397259806,Level 2,Commuter
User_324,100,Station_279,1/14/2024 11:00,1/14/2024 14:54,52.99672888,3.52649887,38.36925514,6.452202177,Night,Monday,10.95091271,69.30238833,27.93090918,14.17776327,Level 1,Long-Distance Traveler
User_325,75,Station_337,1/14/2024 12:00,1/14/2024 14:55,74.73938754,0.095314417,44.05048456,27.74298694,Morning,Sunday,27.62289342,61.32518277,56.32522739,9.990199637,Level 2,Casual Driver
User_326,62,Station_254,1/14/2024 13:00,1/14/2024 14:57,17.89052769,3.706522188,3.660245686,25.22270092,Morning,Thursday,32.14887452,113.2110654,,-4.306189809,Level 2,Commuter
User_327,100,Station_304,1/14/2024 14:00,1/14/2024 17:43,18.84884344,2.414714252,47.44796509,7.321396397,Night,Friday,84.30767807,62.79550482,237.0512986,-2.876962687,Level 2,Long-Distance Traveler
User_328,100,Station_380,1/14/2024 15:00,1/14/2024 18:25,58.37615445,1.877522371,4.669667037,33.85680932,Afternoon,Friday,15.3591674,56.58027747,96.86304816,16.97201679,Level 2,Casual Driver
User_329,62,Station_130,1/14/2024 16:00,1/14/2024 17:02,57.81943059,2.170471714,,31.92078487,Evening,Tuesday,66.55433082,77.72473781,222.6692511,34.04479017,Level 2,Commuter
User_330,85,Station_84,1/14/2024 17:00,1/14/2024 18:27,13.32461104,1.382019849,24.74284751,12.38823651,Afternoon,Saturday,52.78624626,92.86857199,283.9904924,35.70486386,DC Fast Charger,Long-Distance Traveler
User_331,85,Station_276,1/14/2024 18:00,1/14/2024 21:50,14.50345514,2.240834005,37.65992488,11.91083137,Morning,Tuesday,51.14214596,99.98660421,168.0448614,12.24739891,Level 2,Commuter
User_332,85,Station_187,1/14/2024 19:00,1/14/2024 19:57,26.34468459,1.97206701,19.95151332,17.65021853,Morning,Sunday,11.85553123,57.08540548,216.4715539,-2.05877596,Level 1,Long-Distance Traveler
User_333,6.168895844,Station_46,1/14/2024 20:00,1/14/2024 21:04,50.59695131,3.473172824,9.860027648,27.98654385,Night,Monday,29.94222931,73.75879865,211.6346842,33.23430132,Level 2,Long-Distance Traveler
User_334,75,Station_387,1/14/2024 21:00,1/14/2024 23:34,,1.078635519,11.05016894,17.58563509,Morning,Sunday,71.30305101,95.31144686,56.54474447,19.37429264,Level 1,Commuter
User_335,62,Station_183,1/14/2024 22:00,1/15/2024 0:47,103.8126056,3.525445469,16.59138267,17.66922823,Night,Friday,52.79679327,89.35179211,99.94100542,8.330158356,Level 2,Casual Driver
User_336,62,Station_268,1/14/2024 23:00,1/15/2024 0:34,70.39888222,0.551533622,20.75090125,20.15830766,Night,Wednesday,84.36276677,62.14760001,240.3347992,-7.880884646,Level 1,Commuter
User_337,45.62653203,Station_296,1/15/2024 0:00,1/15/2024 1:11,77.17272374,1.409128276,17.57302562,11.76049861,Afternoon,Friday,19.94692588,95.09672125,,3.498381006,Level 2,Casual Driver
User_338,62,Station_322,1/15/2024 1:00,1/15/2024 2:54,62.19283346,0.555210364,20.45251231,19.47699463,Morning,Saturday,24.3852456,88.82972948,277.7232645,14.27625134,DC Fast Charger,Long-Distance Traveler
User_339,62,Station_100,1/15/2024 2:00,1/15/2024 4:46,71.91146877,2.886555302,10.55280104,21.33234274,Afternoon,Tuesday,86.48761305,70.89800745,140.097571,-4.764488995,Level 1,Long-Distance Traveler
User_340,62,Station_78,1/15/2024 3:00,1/15/2024 6:37,79.97807284,0.919846727,,27.85794777,Evening,Thursday,88.19426953,62.30655559,295.8244837,6.247841392,Level 1,Long-Distance Traveler
User_341,100,Station_272,1/15/2024 4:00,1/15/2024 6:20,5.775919735,1.836456796,33.74537927,24.98569128,Afternoon,Sunday,25.11801611,59.04654074,96.33217778,37.10118843,Level 2,Casual Driver
User_342,50,Station_339,1/15/2024 5:00,1/15/2024 5:44,53.81020176,0.513006351,22.3444403,15.79131976,Morning,Monday,52.44295176,82.42209465,116.7309835,-0.032872473,Level 1,Long-Distance Traveler
User_343,100,Station_162,1/15/2024 6:00,1/15/2024 9:34,38.66237699,2.365057877,26.72119537,16.31581939,Evening,Saturday,68.12187775,56.48043705,257.8829431,29.18053678,Level 2,Commuter
User_344,50,Station_44,1/15/2024 7:00,1/15/2024 8:38,56.6933015,2.391852379,44.99522224,32.99002236,Morning,Friday,46.58776208,76.38049503,140.3114417,25.12730865,DC Fast Charger,Long-Distance Traveler
User_345,85,Station_238,1/15/2024 8:00,1/15/2024 10:14,40.16142185,2.517973872,28.47996213,13.37000579,Evening,Wednesday,35.04453498,94.56359194,93.9952317,13.35438717,DC Fast Charger,Casual Driver
User_346,62,Station_134,1/15/2024 9:00,1/15/2024 11:59,42.51736092,0.929764657,39.91263736,7.234439777,Morning,Saturday,88.94643474,63.74334492,191.0776829,10.33319646,Level 2,Casual Driver
User_347,50,Station_461,1/15/2024 10:00,1/15/2024 11:33,29.2984456,1.873396858,30.97941057,37.16469844,Afternoon,Wednesday,125.0872271,97.05902047,296.2236692,7.640810712,Level 2,Commuter
User_348,50,Station_192,1/15/2024 11:00,1/15/2024 12:10,67.22515102,0.504601217,37.23601436,21.01415302,Morning,Wednesday,38.02384077,94.3676555,57.59194551,12.26524373,DC Fast Charger,Commuter
User_349,85,Station_356,1/15/2024 12:00,1/15/2024 13:40,,2.916884953,17.92601361,27.99759316,Night,Monday,35.80235636,95.56175648,73.04739193,-4.12763092,Level 1,Casual Driver
User_350,50,Station_278,1/15/2024 13:00,1/15/2024 14:25,76.71844669,3.774909321,44.13745109,35.85250778,Night,Wednesday,10.89608923,69.9591248,247.4083509,27.95543721,Level 1,Casual Driver
User_351,62,Station_18,1/15/2024 14:00,1/15/2024 17:00,60.96907589,2.496960181,6.682750854,37.04926024,Afternoon,Wednesday,75.85725206,92.36496167,266.8210878,20.46556617,Level 1,Commuter
User_352,62,Station_12,1/15/2024 15:00,1/15/2024 15:54,48.32460775,2.311636671,19.59383734,49.13746988,Afternoon,Friday,27.01497804,55.86102941,161.4030489,3.499341377,DC Fast Charger,Commuter
User_353,62,Station_180,1/15/2024 16:00,1/15/2024 18:14,65.54082473,1.160654673,31.8589977,37.48997541,Evening,Monday,25.20190341,96.76344205,78.61444616,0.947645051,Level 2,Commuter
User_354,100,Station_123,1/15/2024 17:00,1/15/2024 19:43,68.74906949,0.554637178,10.76167059,28.29294039,Afternoon,Thursday,81.28486698,66.07649513,284.8458,13.78965983,DC Fast Charger,Commuter
User_355,85,Station_246,1/15/2024 18:00,1/15/2024 20:28,67.43740257,1.814561059,16.09934852,14.99636875,Night,Thursday,89.8707904,93.90137525,36.06023657,34.08218776,Level 1,Casual Driver
User_356,75,Station_222,1/15/2024 19:00,1/15/2024 22:11,10.45065783,1.428296234,39.8938261,32.560979,Afternoon,Wednesday,82.76444286,60.77776335,85.92100725,20.63494735,Level 2,Long-Distance Traveler
User_357,100,Station_373,1/15/2024 20:00,1/15/2024 23:40,30.805662,1.037860072,18.97988935,18.35319511,Night,Saturday,60.72720275,61.20655137,155.7144902,29.11438027,Level 2,Casual Driver
User_358,85,Station_51,1/15/2024 21:00,1/15/2024 21:38,62.09565923,2.477935465,30.52868479,8.860047395,Afternoon,Tuesday,43.88619085,81.46898348,285.7904587,-8.559081243,Level 1,Commuter
User_359,100,Station_488,1/15/2024 22:00,1/15/2024 23:29,28.86406096,2.113671385,38.34408586,37.44951918,Night,Monday,27.67853787,92.57272071,107.0000963,13.19447936,Level 2,Casual Driver
User_360,75,Station_71,1/15/2024 23:00,1/16/2024 1:34,33.37054203,2.486375253,41.92916859,7.409254803,Evening,Sunday,58.60908208,71.21956042,279.5193619,15.41843342,Level 1,Commuter
User_361,77.60847805,Station_480,1/16/2024 0:00,1/16/2024 1:18,73.09045077,1.754047947,30.38880381,9.595163794,Morning,Tuesday,29.66650146,99.85685077,227.7259802,2.594249726,DC Fast Charger,Casual Driver
User_362,75,Station_48,1/16/2024 1:00,1/16/2024 2:20,26.99234408,3.548983526,46.58137118,36.50047332,Morning,Monday,23.69485787,56.10531021,237.5110205,25.10961225,Level 2,Commuter
User_363,85,Station_19,1/16/2024 2:00,1/16/2024 5:37,6.938193834,3.290962681,13.28792406,16.88633009,Night,Monday,88.6094203,81.44337976,230.3190329,1.201982166,Level 1,Commuter
User_364,50,Station_262,1/16/2024 3:00,1/16/2024 4:39,42.29018027,2.012292995,37.80609636,7.806725651,Afternoon,Friday,81.10216204,92.8336046,242.4530431,36.82658398,Level 1,Casual Driver
User_365,100,Station_84,1/16/2024 4:00,1/16/2024 5:06,30.03611838,1.643482252,13.37294905,35.95440543,Afternoon,Wednesday,14.36424919,80.38540837,217.9157161,34.95455888,DC Fast Charger,Commuter
User_366,62,Station_155,1/16/2024 5:00,1/16/2024 6:00,10.38609378,1.24256442,47.76649444,21.48892071,Morning,Friday,56.66366373,73.29028272,188.1506524,16.83051616,Level 2,Long-Distance Traveler
User_367,50,Station_53,1/16/2024 6:00,1/16/2024 9:18,45.71947918,2.87216173,47.8425566,31.22627601,Night,Saturday,35.42195,88.85354957,156.8766511,34.2977894,Level 2,Commuter
User_368,50,Station_107,1/16/2024 7:00,1/16/2024 8:31,24.5996297,2.007860868,11.82017579,29.23441856,Afternoon,Sunday,51.18826308,63.46582476,263.8331734,14.20548992,Level 2,Commuter
User_369,62,Station_357,1/16/2024 8:00,1/16/2024 10:02,23.14704768,3.284092187,25.39949364,10.99775279,Morning,Tuesday,76.81997632,50.97279314,61.04731009,15.60505898,Level 2,Commuter
User_370,85,Station_304,1/16/2024 9:00,1/16/2024 12:35,52.71641215,0.56281694,6.422556539,34.40206564,Night,Tuesday,37.68210272,81.90722842,225.3042081,0.166997605,DC Fast Charger,Long-Distance Traveler
User_371,100,Station_135,1/16/2024 10:00,1/16/2024 10:43,,2.273741836,46.48898767,36.94161944,Evening,Thursday,15.26584144,60.94892255,264.899769,36.56806343,DC Fast Charger,Casual Driver
User_372,48.63693125,Station_443,1/16/2024 11:00,1/16/2024 14:13,68.25299905,1.631995744,29.2084268,9.459763979,Afternoon,Saturday,85.90246196,91.27822447,50.4130249,37.52882264,Level 2,Long-Distance Traveler
User_373,85,Station_69,1/16/2024 12:00,1/16/2024 15:13,56.42022999,0.828873284,25.40285241,29.84842868,Afternoon,Sunday,32.61238657,65.16007357,12.80751473,17.59680236,Level 1,Long-Distance Traveler
User_374,75,Station_11,1/16/2024 13:00,1/16/2024 14:48,52.90446367,1.546956035,15.57205559,18.54288394,Night,Saturday,89.8386107,97.49538047,36.7436948,32.57385369,Level 2,Long-Distance Traveler
User_375,50,Station_143,1/16/2024 14:00,1/16/2024 14:37,28.16354561,2.291322391,23.38920535,29.76359555,Morning,Friday,72.89998626,18.70034949,23.47388206,15.44621677,Level 2,Casual Driver
User_376,100,Station_192,1/16/2024 15:00,1/16/2024 18:03,1.356731547,1.571204585,16.26758641,23.8746236,Night,Friday,40.92338001,83.06868682,,-6.550323205,Level 1,Commuter
User_377,85,Station_387,1/16/2024 16:00,1/16/2024 17:05,8.930426485,3.779533948,,0.234316994,Morning,Saturday,86.751489,71.8030306,275.0786019,1.419716904,Level 2,Long-Distance Traveler
User_378,75,Station_378,1/16/2024 17:00,1/16/2024 18:17,55.78297746,1.376797156,46.3333419,30.47364423,Night,Friday,29.61436323,88.37842812,10.87998409,14.24049489,Level 1,Commuter
User_379,85,Station_69,1/16/2024 18:00,1/16/2024 19:54,16.67359946,1.809282616,32.99482959,28.15617086,Evening,Thursday,77.48514337,88.66543214,281.8878022,33.72932077,DC Fast Charger,Long-Distance Traveler
User_380,100,Station_23,1/16/2024 19:00,1/16/2024 19:57,13.28071233,1.761441322,59.14854489,13.60743081,Afternoon,Sunday,76.5582119,81.5820095,257.6075888,4.206090639,Level 1,Long-Distance Traveler
User_381,50,Station_181,1/16/2024 20:00,1/16/2024 23:45,7.668660935,0.749904204,25.45714668,17.36162334,Morning,Sunday,86.16194217,81.61986322,53.30743848,27.25894496,DC Fast Charger,Long-Distance Traveler
User_382,75,Station_293,1/16/2024 21:00,1/17/2024 0:39,,3.61707816,23.22301592,17.85819103,Evening,Friday,70.60042408,89.35441576,71.32019243,33.1090396,Level 2,Long-Distance Traveler
User_383,62,Station_9,1/16/2024 22:00,1/17/2024 1:57,64.94285707,3.636794701,49.31912885,15.32161386,Night,Friday,49.30106049,73.24351853,41.76229202,12.25492864,Level 1,Long-Distance Traveler
User_384,100,Station_271,1/16/2024 23:00,1/17/2024 2:53,70.06077676,3.399748993,42.94568337,15.24274876,Morning,Sunday,95.79218803,66.37502518,164.0286371,38.87241151,Level 1,Long-Distance Traveler
User_385,85,Station_387,1/17/2024 0:00,1/17/2024 3:57,,1.32513613,27.85442043,24.65421755,Morning,Saturday,10.00881854,58.15490031,284.582842,22.16544014,Level 2,Casual Driver
User_386,100,Station_93,1/17/2024 1:00,1/17/2024 2:20,46.55965372,1.665756536,35.77600025,23.55573454,Evening,Sunday,77.27588158,95.74723144,197.5286464,1.653502301,DC Fast Charger,Commuter
User_387,50,Station_454,1/17/2024 2:00,1/17/2024 4:13,54.88401336,1.886770506,6.985136805,6.555981505,Night,Saturday,64.28041815,82.38389625,127.0713209,30.59387793,Level 1,Commuter
User_388,50,Station_17,1/17/2024 3:00,1/17/2024 6:19,13.72613374,6.17641656,12.48400855,21.09238546,Evening,Friday,82.91258265,90.83107621,166.7223838,6.786353391,Level 1,Casual Driver
User_389,75,Station_154,1/17/2024 4:00,1/17/2024 6:10,74.21975586,2.829155378,3.566653037,29.1650415,Night,Friday,55.29384158,90.09711468,,3.205102716,Level 2,Long-Distance Traveler
User_390,50,Station_405,1/17/2024 5:00,1/17/2024 5:58,20.58138768,1.536944426,37.02662575,31.6837867,Evening,Saturday,22.54250841,84.67236204,205.507522,6.741767644,DC Fast Charger,Casual Driver
User_391,75,Station_328,1/17/2024 6:00,1/17/2024 8:36,36.04757739,1.64577996,49.85189639,7.461577394,Evening,Tuesday,46.32842586,52.15170917,57.6589438,6.876897282,Level 2,Casual Driver
User_392,62,Station_149,1/17/2024 7:00,1/17/2024 8:51,31.73575031,1.961957618,11.12987276,11.73930094,Evening,Wednesday,58.96875275,81.66823961,87.27410522,-9.56906362,Level 1,Casual Driver
User_393,85,Station_377,1/17/2024 8:00,1/17/2024 8:39,64.53824697,3.970999801,17.56016007,32.97335649,Evening,Tuesday,17.18963766,57.13538346,258.3785312,12.32638948,Level 2,Commuter
User_394,85,Station_267,1/17/2024 9:00,1/17/2024 11:15,41.56862025,2.534327207,27.87688276,37.10922604,Night,Friday,25.52830137,73.36154764,240.385116,-2.134070302,Level 2,Casual Driver
User_395,75,Station_422,1/17/2024 10:00,1/17/2024 13:16,34.37566974,3.145745707,3.806546848,35.35074338,Afternoon,Monday,41.11182645,63.02615987,150.834728,18.00012703,DC Fast Charger,Long-Distance Traveler
User_396,60.78928025,Station_328,1/17/2024 11:00,1/17/2024 14:59,12.11809323,2.854493843,7.997038342,37.31386508,Evening,Monday,30.06718878,90.20705112,256.2264581,20.98749334,DC Fast Charger,Casual Driver
User_397,85,Station_106,1/17/2024 12:00,1/17/2024 12:30,48.27254829,3.649578322,43.14231982,10.32993831,Night,Thursday,60.60395557,71.9541788,,33.54745432,Level 2,Commuter
User_398,50,Station_472,1/17/2024 13:00,1/17/2024 14:08,26.40210395,0.958022341,47.75905348,10.57056611,Afternoon,Tuesday,29.47601112,87.34323556,247.3403015,22.88374126,Level 2,Commuter
User_399,62,Station_381,1/17/2024 14:00,1/17/2024 14:50,54.62699763,2.231225791,27.77306743,37.76303576,Morning,Saturday,55.80982586,60.03055718,246.2943567,-4.373660484,Level 2,Long-Distance Traveler
User_400,75,Station_35,1/17/2024 15:00,1/17/2024 16:34,69.44996148,1.066206747,49.41673269,15.30724503,Morning,Thursday,27.56248159,63.29227669,150.1118468,37.89907159,Level 1,Casual Driver
User_401,85,Station_119,1/17/2024 16:00,1/17/2024 16:44,66.18914418,2.501463099,2.535237862,13.99319791,Evening,Thursday,88.31726132,103.0634524,69.7400308,21.85316589,DC Fast Charger,Long-Distance Traveler
User_402,75,Station_14,1/17/2024 17:00,1/17/2024 19:41,13.66384251,0.799133805,14.33045702,8.275923214,Morning,Monday,62.24698008,82.88893035,209.090643,36.08892888,Level 1,Casual Driver
User_403,71.64548707,Station_14,1/17/2024 18:00,1/17/2024 21:37,31.81022341,3.674137371,32.83733504,32.94225606,Evening,Tuesday,78.60513123,55.81019315,188.7036355,14.48313566,DC Fast Charger,Long-Distance Traveler
User_404,62,Station_266,1/17/2024 19:00,1/17/2024 20:30,79.46231191,2.895348986,25.41252017,18.27246951,Evening,Wednesday,28.46123084,49.09641538,48.23161874,32.53882053,DC Fast Charger,Long-Distance Traveler
User_405,50,Station_140,1/17/2024 20:00,1/17/2024 22:57,26.61520204,1.317917504,22.74396662,29.94315027,Afternoon,Sunday,59.93105266,69.52130643,193.0036152,28.8980317,Level 1,Long-Distance Traveler
User_406,62,Station_294,1/17/2024 21:00,1/17/2024 23:47,,0.81397783,19.93479978,22.61552715,Morning,Saturday,45.14644022,83.95513809,284.7546995,28.97260609,Level 1,Commuter
User_407,100,Station_364,1/17/2024 22:00,1/17/2024 23:56,64.40334433,1.463109094,35.92852161,14.24660004,Evening,Tuesday,96.11613714,57.3205994,139.549416,5.967630773,Level 2,Commuter
User_408,75,Station_119,1/17/2024 23:00,1/18/2024 1:14,41.5867128,3.30580217,39.75364157,35.66015447,Morning,Thursday,76.76630834,55.0412668,53.08775894,-3.176426469,DC Fast Charger,Casual Driver
User_409,75,Station_238,1/18/2024 0:00,1/18/2024 1:03,76.44815981,2.515123737,19.76610681,35.7634289,Afternoon,Friday,81.36186446,66.48345027,131.7884615,18.50519213,DC Fast Charger,Commuter
